source_node	source_type	edge_type	target_node	target_type
mevalonic aciduria	disease	associated_with	MVK	gene
MVK	disease	associated_with	MVK	gene
MVK	disease	associated_with	MVK	gene
MVK	disease	associated_with	MVK	gene
thrombophilia	disease	associated_with	F2	gene
thrombophilia	disease	associated_with	F2	gene
thrombophilia	disease	associated_with	F2	gene
Hypoprothrombinemia	disease	associated_with	F2	gene
Hypoprothrombinemia	disease	associated_with	F2	gene
Hypoprothrombinemia	disease	associated_with	F2	gene
hypertrophic cardiomyopathy	disease	associated_with	RAF1	gene
hypertrophic cardiomyopathy	disease	associated_with	RAF1	gene
Noonan syndrome 5	disease	associated_with	RAF1	gene
Noonan syndrome 5	disease	associated_with	RAF1	gene
dilated cardiomyopathy 1NN	disease	associated_with	RAF1	gene
dilated cardiomyopathy 1NN	disease	associated_with	RAF1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
autosomal recessive distal spinal muscular atrophy 2	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
amyotrophic lateral sclerosis type 16	disease	associated_with	SIGMAR1	gene
metabolic disease	disease	associated_with	ABCB11	gene
autosomal dominant mental retardation 48	disease	associated_with	RAC1	gene
autosomal dominant mental retardation 48	disease	associated_with	RAC1	gene
spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	disease	associated_with	DDR2	gene
nonsyndromic deafness	disease	associated_with	RDX	gene
autosomal recessive nonsyndromic deafness 24	disease	associated_with	RDX	gene
Pick disease	disease	associated_with	PSEN1	gene
Alzheimer disease 3	disease	associated_with	PSEN1	gene
dilated cardiomyopathy 1U	disease	associated_with	PSEN1	gene
acute myeloid leukemia	disease	associated_with	KRAS	gene
juvenile myelomonocytic leukemia	disease	associated_with	KRAS	gene
Noonan syndrome 3	disease	associated_with	KRAS	gene
autosomal dominant type IV Ehlers-Danlos syndrome	disease	associated_with	COL3A1	gene
autosomal dominant type IV Ehlers-Danlos syndrome	disease	associated_with	COL3A1	gene
melanoma, cutaneous malignant, susceptibility to, 3	disease	associated_with	CDK4	gene
melanoma, cutaneous malignant, susceptibility to, 3	disease	associated_with	CDK4	gene
rheumatoid arthritis	disease	associated_with	CDK6	gene
microcephaly 12, primary, autosomal recessive	disease	associated_with	CDK6	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
obesity	disease	associated_with	CBS	gene
melanoma-pancreatic cancer syndrome	disease	associated_with	CDKN2A	gene
antithrombin III deficiency	disease	associated_with	SERPINC1	gene
transthyretin amyloidosis	disease	associated_with	TTR	gene
hereditary ATTR amyloidosis	disease	associated_with	TTR	gene
cystic fibrosis	disease	associated_with	CFTR	gene
congenital bilateral aplasia of the vas deferens	disease	associated_with	CFTR	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
aromatase excess syndrome	disease	associated_with	CYP19A1	gene
type 1 diabetes mellitus 22	disease	associated_with	CCR5	gene
type 1 diabetes mellitus 22	disease	associated_with	CCR5	gene
type 1 diabetes mellitus 22	disease	associated_with	CCR5	gene
type 1 diabetes mellitus 22	disease	associated_with	CCR5	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
Kennedy disease	disease	associated_with	AR	gene
WHIM syndrome	disease	associated_with	CXCR4	gene
dopamine beta-hydroxylase deficiency	disease	associated_with	DBH	gene
neonatal severe primary hyperparathyroidism	disease	associated_with	CASR	gene
neonatal severe primary hyperparathyroidism	disease	associated_with	CASR	gene
neonatal severe primary hyperparathyroidism	disease	associated_with	CASR	gene
neonatal severe primary hyperparathyroidism	disease	associated_with	CASR	gene
colorectal cancer	disease	associated_with	RET	gene
colorectal cancer	disease	associated_with	RET	gene
colorectal cancer	disease	associated_with	RET	gene
colorectal cancer	disease	associated_with	RET	gene
colorectal cancer	disease	associated_with	RET	gene
phaeochromocytoma	disease	associated_with	RET	gene
phaeochromocytoma	disease	associated_with	RET	gene
phaeochromocytoma	disease	associated_with	RET	gene
phaeochromocytoma	disease	associated_with	RET	gene
phaeochromocytoma	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2A	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2A	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2A	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2A	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2A	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2B	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2B	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2B	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2B	disease	associated_with	RET	gene
multiple endocrine neoplasia type 2B	disease	associated_with	RET	gene
familial medullary thyroid carcinoma	disease	associated_with	RET	gene
familial medullary thyroid carcinoma	disease	associated_with	RET	gene
familial medullary thyroid carcinoma	disease	associated_with	RET	gene
familial medullary thyroid carcinoma	disease	associated_with	RET	gene
familial medullary thyroid carcinoma	disease	associated_with	RET	gene
hereditary pheochromocytoma-paraganglioma	disease	associated_with	RET	gene
hereditary pheochromocytoma-paraganglioma	disease	associated_with	RET	gene
hereditary pheochromocytoma-paraganglioma	disease	associated_with	RET	gene
hereditary pheochromocytoma-paraganglioma	disease	associated_with	RET	gene
hereditary pheochromocytoma-paraganglioma	disease	associated_with	RET	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
obesity	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
breast cancer	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
alcohol dependence	disease	associated_with	ESR1	gene
prostate cancer	disease	associated_with	FSHR	gene
erectile dysfunction	disease	associated_with	FSHR	gene
polycystic ovary syndrome	disease	associated_with	FSHR	gene
ovarian hyperstimulation syndrome	disease	associated_with	FSHR	gene
46 XX gonadal dysgenesis	disease	associated_with	FSHR	gene
breast cancer	disease	associated_with	FGFR2	gene
Antley-Bixler syndrome	disease	associated_with	FGFR2	gene
Crouzon syndrone	disease	associated_with	FGFR2	gene
Beare-Stevenson cutis gyrata syndrome	disease	associated_with	FGFR2	gene
Jackson–Weiss syndrome	disease	associated_with	FGFR2	gene
McGillivray syndrome	disease	associated_with	FGFR2	gene
LADD syndrome	disease	associated_with	FGFR2	gene
episodic ataxia type 6	disease	associated_with	SLC1A3	gene
Jackson–Weiss syndrome	disease	associated_with	FGFR1	gene
Jackson–Weiss syndrome	disease	associated_with	FGFR1	gene
Jackson–Weiss syndrome	disease	associated_with	FGFR1	gene
Jackson–Weiss syndrome	disease	associated_with	FGFR1	gene
Encephalocraniocutaneous lipomatosis	disease	associated_with	FGFR1	gene
Encephalocraniocutaneous lipomatosis	disease	associated_with	FGFR1	gene
Encephalocraniocutaneous lipomatosis	disease	associated_with	FGFR1	gene
Encephalocraniocutaneous lipomatosis	disease	associated_with	FGFR1	gene
osteoglophonic dwarfism	disease	associated_with	FGFR1	gene
osteoglophonic dwarfism	disease	associated_with	FGFR1	gene
osteoglophonic dwarfism	disease	associated_with	FGFR1	gene
osteoglophonic dwarfism	disease	associated_with	FGFR1	gene
Hartsfield-Bixler-Demyer syndrome	disease	associated_with	FGFR1	gene
Hartsfield-Bixler-Demyer syndrome	disease	associated_with	FGFR1	gene
Hartsfield-Bixler-Demyer syndrome	disease	associated_with	FGFR1	gene
Hartsfield-Bixler-Demyer syndrome	disease	associated_with	FGFR1	gene
SADDAN	disease	associated_with	FGFR3	gene
bladder cancer	disease	associated_with	FGFR3	gene
seborrheic keratosis	disease	associated_with	FGFR3	gene
Muenke syndrome	disease	associated_with	FGFR3	gene
Crouzonodermoskeletal syndrome	disease	associated_with	FGFR3	gene
LADD syndrome	disease	associated_with	FGFR3	gene
camptodactyly-tall stature-scoliosis-hearing loss syndrome	disease	associated_with	FGFR3	gene
thanatophoric dysplasia type 2	disease	associated_with	FGFR3	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
hypogonadotropic hypogonadism 7 with or without anosmia	disease	associated_with	GNRHR	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
early infantile epileptic encephalopathy 19	disease	associated_with	GABRA1	gene
long QT syndrome	disease	associated_with	KCNH2	gene
long QT syndrome	disease	associated_with	KCNH2	gene
long QT syndrome	disease	associated_with	KCNH2	gene
long QT syndrome	disease	associated_with	KCNH2	gene
long QT syndrome	disease	associated_with	KCNH2	gene
long QT syndrome	disease	associated_with	KCNH2	gene
long QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
short QT syndrome	disease	associated_with	KCNH2	gene
glycogen storage disease II	disease	associated_with	GAA	gene
glycogen storage disease II	disease	associated_with	GAA	gene
glucocorticoid-remediable aldosteronism	disease	associated_with	CYP11B1	gene
glucocorticoid-remediable aldosteronism	disease	associated_with	CYP11B1	gene
glucocorticoid-remediable aldosteronism	disease	associated_with	CYP11B1	gene
syndromic X-linked intellectual disability 94	disease	associated_with	GRIA3	gene
obesity	disease	associated_with	XDH	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
acute myeloid leukemia	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
gastrointestinal stromal tumor	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
piebaldism	disease	associated_with	KIT	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
type 2 diabetes	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
familial partial lipodystrophy	disease	associated_with	PPARG	gene
Gitelman syndrome	disease	associated_with	SLC12A3	gene
Gitelman syndrome	disease	associated_with	SLC12A3	gene
Gitelman syndrome	disease	associated_with	SLC12A3	gene
Gitelman syndrome	disease	associated_with	SLC12A3	gene
focal segmental glomerulosclerosis 2	disease	associated_with	TRPC6	gene
focal segmental glomerulosclerosis 2	disease	associated_with	TRPC6	gene
focal segmental glomerulosclerosis 2	disease	associated_with	TRPC6	gene
focal segmental glomerulosclerosis 2	disease	associated_with	TRPC6	gene
obesity	disease	associated_with	KCNN3	gene
obesity	disease	associated_with	KCNN3	gene
renal glycosuria	disease	associated_with	SLC5A2	gene
renal glycosuria	disease	associated_with	SLC5A2	gene
renal glycosuria	disease	associated_with	SLC5A2	gene
renal glycosuria	disease	associated_with	SLC5A2	gene
congenital stationary night blindness 1C	disease	associated_with	TRPM1	gene
spinocerebellar ataxia type 41	disease	associated_with	TRPC3	gene
obesity	disease	associated_with	TRPC4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
progressive familial heart block type IB	disease	associated_with	TRPM4	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
migraine disorder	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
amyotrophic lateral sclerosis	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine without aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
migraine with aura	disease	associated_with	TRPM8	gene
asthma	disease	associated_with	RORA	gene
schizophrenia	disease	associated_with	RORA	gene
mental depression	disease	associated_with	RORA	gene
Lytico-bodig disease	disease	associated_with	TRPM7	gene
Lytico-bodig disease	disease	associated_with	TRPM7	gene
Lytico-bodig disease	disease	associated_with	TRPM7	gene
Lytico-bodig disease	disease	associated_with	TRPM7	gene
Oguchi disease-2	disease	associated_with	GRK1	gene
congenital nongoitrous hypothryoidism 6	disease	associated_with	THRA	gene
congenital nongoitrous hypothryoidism 6	disease	associated_with	THRA	gene
congenital nongoitrous hypothryoidism 6	disease	associated_with	THRA	gene
long QT syndrome	disease	associated_with	KCNQ1	gene
long QT syndrome	disease	associated_with	KCNQ1	gene
type 2 diabetes	disease	associated_with	KCNQ1	gene
type 2 diabetes	disease	associated_with	KCNQ1	gene
familial atrial fibrillation	disease	associated_with	KCNQ1	gene
familial atrial fibrillation	disease	associated_with	KCNQ1	gene
bladder cancer	disease	associated_with	HRAS	gene
Costello syndrome	disease	associated_with	HRAS	gene
Schimmelpenning syndrome	disease	associated_with	HRAS	gene
follicular thyroid cancer	disease	associated_with	HRAS	gene
alcohol dependence	disease	associated_with	OXTR	gene
alcohol dependence	disease	associated_with	OXTR	gene
alcohol dependence	disease	associated_with	OXTR	gene
alcohol dependence	disease	associated_with	OXTR	gene
alcohol dependence	disease	associated_with	OXTR	gene
alcohol dependence	disease	associated_with	OXTR	gene
type 2 diabetes	disease	associated_with	KCNJ11	gene
type 2 diabetes	disease	associated_with	KCNJ11	gene
type 2 diabetes	disease	associated_with	KCNJ11	gene
type 2 diabetes	disease	associated_with	KCNJ11	gene
permanent neonatal diabetes mellitus	disease	associated_with	KCNJ11	gene
permanent neonatal diabetes mellitus	disease	associated_with	KCNJ11	gene
permanent neonatal diabetes mellitus	disease	associated_with	KCNJ11	gene
permanent neonatal diabetes mellitus	disease	associated_with	KCNJ11	gene
maturity-onset diabetes of the young type 13	disease	associated_with	KCNJ11	gene
maturity-onset diabetes of the young type 13	disease	associated_with	KCNJ11	gene
maturity-onset diabetes of the young type 13	disease	associated_with	KCNJ11	gene
maturity-onset diabetes of the young type 13	disease	associated_with	KCNJ11	gene
rare genetic diabetes mellitus	disease	associated_with	KCNJ11	gene
rare genetic diabetes mellitus	disease	associated_with	KCNJ11	gene
rare genetic diabetes mellitus	disease	associated_with	KCNJ11	gene
rare genetic diabetes mellitus	disease	associated_with	KCNJ11	gene
undetermined early-onset epileptic encephalopathy	disease	associated_with	KCNQ2	gene
undetermined early-onset epileptic encephalopathy	disease	associated_with	KCNQ2	gene
undetermined early-onset epileptic encephalopathy	disease	associated_with	KCNQ2	gene
undetermined early-onset epileptic encephalopathy	disease	associated_with	KCNQ2	gene
coronary artery disease	disease	associated_with	KCNQ3	gene
coronary artery disease	disease	associated_with	KCNQ3	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
attention deficit hyperactivity disorder	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
rheumatoid arthritis	disease	associated_with	GRM5	gene
congenital stationary night blindness 1B	disease	associated_with	GRM6	gene
congenital stationary night blindness 1B	disease	associated_with	GRM6	gene
congenital stationary night blindness 1B	disease	associated_with	GRM6	gene
major depressive disorders	disease	associated_with	GRM7	gene
cleft lip and cleft palate	disease	associated_with	GRM7	gene
panic disorder	disease	associated_with	GRM7	gene
unipolar depression	disease	associated_with	GRM7	gene
mental depression	disease	associated_with	GRM8	gene
mental depression	disease	associated_with	GRM8	gene
mental depression	disease	associated_with	GRM8	gene
mental depression	disease	associated_with	GRM8	gene
atherosclerosis	disease	associated_with	GRM8	gene
atherosclerosis	disease	associated_with	GRM8	gene
atherosclerosis	disease	associated_with	GRM8	gene
atherosclerosis	disease	associated_with	GRM8	gene
human immunodeficiency virus infectious disease	disease	associated_with	GRM8	gene
human immunodeficiency virus infectious disease	disease	associated_with	GRM8	gene
human immunodeficiency virus infectious disease	disease	associated_with	GRM8	gene
human immunodeficiency virus infectious disease	disease	associated_with	GRM8	gene
morbid obesity	disease	associated_with	RARB	gene
morbid obesity	disease	associated_with	RARB	gene
morbid obesity	disease	associated_with	RARB	gene
morbid obesity	disease	associated_with	RARB	gene
morbid obesity	disease	associated_with	RARB	gene
multiple sclerosis	disease	associated_with	MET	gene
multiple sclerosis	disease	associated_with	MET	gene
multiple sclerosis	disease	associated_with	MET	gene
autosomal recessive nonsyndromic deafness 97	disease	associated_with	MET	gene
autosomal recessive nonsyndromic deafness 97	disease	associated_with	MET	gene
autosomal recessive nonsyndromic deafness 97	disease	associated_with	MET	gene
osteofibrous dysplasia	disease	associated_with	MET	gene
osteofibrous dysplasia	disease	associated_with	MET	gene
osteofibrous dysplasia	disease	associated_with	MET	gene
anterior segment dysgenesis 6	disease	associated_with	CYP1B1	gene
primary congenital glaucoma 3A	disease	associated_with	CYP1B1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
coronary artery disease	disease	associated_with	OPRM1	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
acute myeloid leukemia	disease	associated_with	FLT3	gene
smallpox	disease	associated_with	CYP2C8	gene
osteonecrosis	disease	associated_with	CYP2C8	gene
advanced sleep phase syndrome 2	disease	associated_with	CSNK1D	gene
retinitis pigmentosa 17	disease	associated_with	CA4	gene
retinitis pigmentosa 17	disease	associated_with	CA4	gene
retinitis pigmentosa 17	disease	associated_with	CA4	gene
retinitis pigmentosa 17	disease	associated_with	CA4	gene
